Index,IDSURVEY,zHD,zHEL,MU,MUERR,MUERR_VPEC,MUERR_SYS,PROBIA_BEAMS
1094,10,0.54509,0.54622,42.45335,0.1636,0.0048,0.01733,1.0
1095,10,0.54529,0.54642,42.50157,0.1643,0.0048,0.03295,0.99922
1096,10,0.54674,0.54789,42.48369,0.2353,0.0048,0.02238,0.99996
1097,10,0.54758,0.54873,43.14783,211.0391,0.0048,0.08819,0.0
1098,10,0.54762,0.54877,42.33816,0.173,0.0048,0.06526,0.99988
1099,10,0.54784,0.54895,42.09818,0.5624,0.0048,0.03876,0.0728
1100,10,0.54806,0.5493,42.80686,0.1992,0.0048,0.01478,0.99992
1101,10,0.54865,0.54921,42.50563,0.127,0.0048,0.03457,0.99996
1102,10,0.54871,0.55,42.5505,0.1551,0.0048,0.01495,1.0
1103,10,0.54888,0.54947,42.49308,0.1612,0.0048,0.03023,1.0
1104,10,0.54894,0.5495,42.27135,2.6203,0.0048,0.02768,0.0044
1105,10,0.54947,0.55063,42.33346,0.164,0.0048,0.0209,1.0
1106,10,0.54968,0.55081,42.65559,0.1325,0.0048,0.05223,1.0
1107,10,0.54993,0.55122,42.66588,0.1921,0.0048,0.04211,1.0
1108,10,0.5502,0.55144,42.76064,0.1445,0.0048,0.02938,1.0
1109,10,0.5506,0.55172,42.72227,0.1714,0.0048,0.02151,1.0
1110,10,0.55064,0.55123,42.40742,0.1239,0.0048,0.05588,0.99999
1111,10,0.55095,0.55205,42.32849,0.132,0.0048,0.02444,1.0
1112,10,0.55111,0.55227,42.37667,0.1931,0.0048,0.04686,0.99795
1113,10,0.55145,0.552,42.35736,0.2011,0.0048,0.03276,0.9999
1114,10,0.55146,0.55269,42.37732,0.1998,0.0048,0.04408,1.0
1115,10,0.55214,0.55325,42.62838,0.2216,0.0048,0.02057,0.99982
1116,10,0.55218,0.55274,42.68035,0.1648,0.0048,0.0469,0.99997
1117,10,0.55236,0.55292,42.2596,0.1495,0.0048,0.05428,1.0
1118,10,0.55283,0.55339,42.53302,0.1478,0.0048,0.01769,0.99998
1119,10,0.55288,0.55345,42.56999,0.1367,0.0048,0.024,1.0
1120,10,0.55294,0.55419,42.81817,0.2675,0.0048,0.06465,0.6798
1121,10,0.55299,0.55424,42.20844,0.178,0.0048,0.0297,1.0
1122,10,0.55313,0.55439,42.30991,0.1174,0.0048,0.04716,0.99999
1123,10,0.55321,0.55432,42.59233,0.1951,0.0048,0.01403,0.99996
1124,10,0.55343,0.55474,42.21046,0.2052,0.0048,0.01881,0.99995
1125,10,0.55372,0.55484,42.57853,0.166,0.0048,0.02163,1.0
1126,10,0.55424,0.5555,42.40539,0.1541,0.0048,0.02559,1.0
1127,10,0.55436,0.55496,42.48851,0.0819,0.0048,0.02751,1.0
1128,10,0.55467,0.55583,42.32536,0.1951,0.0048,0.03686,0.99999
1129,10,0.55502,0.55626,43.4149,286.2019,0.0048,0.06162,0.0
1130,10,0.55513,0.55626,42.57116,0.1529,0.0048,0.02782,1.0
1131,10,0.55534,0.55594,42.4499,0.1451,0.0048,0.02864,1.0
1132,10,0.55536,0.55665,42.56212,0.2033,0.0048,0.02652,0.99997
1133,10,0.55577,0.55688,42.36557,0.1855,0.0048,0.02941,1.0
1134,10,0.55584,0.5571,42.73848,0.2075,0.0048,0.07261,0.99977
1135,10,0.55626,0.55738,42.42574,0.1265,0.0048,0.02611,1.0
1136,10,0.55644,0.55708,42.4424,0.1139,0.0048,0.04143,1.0
1137,10,0.55649,0.55774,42.29948,0.1516,0.0048,0.01551,1.0
1138,10,0.5576,0.55887,42.56286,0.1304,0.0047,0.04748,1.0
1139,10,0.55763,0.55821,42.4109,0.2467,0.0047,0.08398,0.99978
1140,10,0.55797,0.55856,42.698,0.1819,0.0047,0.02359,0.99977
1141,10,0.55833,0.55948,42.37836,0.1146,0.0047,0.01176,1.0
1142,10,0.5591,0.5604,42.46451,0.1396,0.0047,0.01957,1.0
1143,10,0.55929,0.56046,42.58846,0.3035,0.0047,0.03171,0.99801
1144,10,0.55939,0.56062,43.47172,240.3901,0.0047,0.04247,0.0
1145,10,0.55943,0.55997,42.60293,0.202,0.0047,0.0229,1.0
1146,10,0.55993,0.5605,42.45886,0.0892,0.0047,0.03388,1.0
1147,10,0.56017,0.56135,42.18869,0.2091,0.0047,0.0646,0.99941
1148,10,0.56059,0.56173,42.47726,0.1276,0.0047,0.02541,1.0
1149,10,0.56104,0.56216,42.52096,0.2018,0.0047,0.03503,0.99998
1150,10,0.56161,0.56288,42.38353,0.14,0.0047,0.07002,0.99994
1151,10,0.56161,0.56277,42.67654,0.2193,0.0047,0.01957,0.99999
1152,10,0.56173,0.56289,42.34449,0.1398,0.0047,0.02281,0.99998
1153,10,0.56202,0.56317,42.85635,0.186,0.0047,0.02588,1.0
1154,10,0.56215,0.56332,42.18917,0.2134,0.0047,0.03671,0.9997
1155,10,0.56258,0.56389,42.52134,0.1423,0.0047,0.03882,1.0
1156,10,0.56262,0.56387,42.63699,0.1602,0.0047,0.03038,1.0
1157,10,0.56271,0.56331,42.31739,0.1444,0.0047,0.03044,0.99999
1158,10,0.56341,0.564,42.50456,0.2252,0.0047,0.03929,0.99977
1159,10,0.56371,0.565,42.52206,0.1391,0.0047,0.03073,1.0
1160,10,0.56401,0.5653,42.6494,0.1537,0.0047,0.03369,0.99984
1161,10,0.5642,0.5655,42.43056,0.1969,0.0047,0.03009,0.99565
1162,10,0.56429,0.56544,42.70695,0.1447,0.0047,0.02077,1.0
1163,10,0.5643,0.5656,42.54121,0.1562,0.0047,0.02636,1.0
1164,10,0.56441,0.56555,42.44977,0.1616,0.0047,0.01655,0.99999
1165,10,0.56445,0.56558,42.48074,0.113,0.0047,0.01916,0.99908
1166,10,0.56459,0.56572,42.82499,0.2096,0.0047,0.04034,0.9985
1167,10,0.56489,0.566,42.83606,0.1951,0.0047,0.07801,0.8184
1168,10,0.56527,0.56655,42.4825,0.1721,0.0047,0.02608,0.99988
1169,10,0.56536,0.56651,42.3511,0.177,0.0047,0.05488,0.99997
1170,10,0.56584,0.56638,42.62418,0.163,0.0047,0.04876,1.0
1171,10,0.56699,0.56815,42.9266,0.233,0.0047,0.03771,0.98315
1172,10,0.5674,0.56799,42.70353,0.1226,0.0047,0.01751,1.0
1173,10,0.56751,0.56882,42.47441,0.1305,0.0047,0.01134,1.0
1174,10,0.56788,0.56915,42.78176,0.1777,0.0047,0.02198,0.99991
1175,10,0.56823,0.56884,42.60912,0.2138,0.0047,0.03912,0.99998
1176,10,0.56864,0.5698,42.4359,0.1777,0.0047,0.01895,0.99997
1177,10,0.56872,0.56932,42.61153,0.1848,0.0047,0.01591,1.0
1178,10,0.56872,0.57,42.4688,0.1166,0.0047,0.04911,0.99997
1179,10,0.56949,0.57013,43.62257,234.917,0.0047,0.01766,0.0
1180,10,0.56997,0.5711,42.87093,0.2368,0.0047,0.07804,0.98585
1181,10,0.57035,0.57098,42.14025,0.1728,0.0047,0.02281,0.99946
1182,10,0.57039,0.5717,42.39987,0.171,0.0047,0.06791,0.99962
1183,10,0.57093,0.57208,42.73478,0.2163,0.0047,0.02528,1.0
1184,10,0.57106,0.57216,42.39885,0.2457,0.0047,0.02325,0.9935
1185,10,0.57153,0.57271,42.49121,0.2138,0.0046,0.01636,0.99996
1186,10,0.57188,0.57319,42.97779,0.2018,0.0046,0.03586,1.0
1187,10,0.57193,0.57305,42.56619,0.1269,0.0046,0.02268,1.0
1188,10,0.57349,0.57464,42.63064,0.2018,0.0046,0.07003,0.99256
1189,10,0.57472,0.57589,42.70512,0.1994,0.0046,0.01901,0.99981
1190,10,0.57508,0.57622,42.48339,0.1944,0.0046,0.02059,0.99998
1191,10,0.57606,0.57717,42.5602,0.1658,0.0046,0.01331,1.0
1192,10,0.57618,0.57747,42.61824,0.1264,0.0046,0.03149,1.0
1193,10,0.57626,0.57738,42.41191,0.222,0.0046,0.02688,0.99964
1194,10,0.57629,0.5776,42.7146,0.1723,0.0046,0.0244,1.0
1195,10,0.57675,0.5779,42.58673,0.1828,0.0046,0.07161,0.99816
1196,10,0.57688,0.57752,42.68022,0.1569,0.0046,0.0155,1.0
1197,10,0.57697,0.57826,42.59296,0.1443,0.0046,0.0602,0.99999
1198,10,0.57729,0.57842,42.65652,0.2032,0.0046,0.0366,0.99961
1199,10,0.57741,0.57858,42.81386,0.215,0.0046,0.03405,0.99997
1200,10,0.57744,0.5787,42.7497,0.2732,0.0046,0.01235,0.99987
1201,10,0.57821,0.57935,42.76313,0.1724,0.0046,0.06237,0.9989
1202,10,0.57869,0.57927,42.60601,0.1855,0.0046,0.03358,0.99994
1203,10,0.57875,0.57988,42.57166,0.2254,0.0046,0.04965,0.99932
1204,10,0.57892,0.58009,42.61,0.1607,0.0046,0.04949,0.99999
1205,10,0.57914,0.57968,42.66091,0.2307,0.0046,0.01967,0.99893
1206,10,0.57927,0.5806,42.52181,0.1828,0.0046,0.02354,1.0
1207,10,0.57963,0.58092,42.92791,0.2199,0.0046,0.02873,0.99994
1208,10,0.58012,0.58072,42.53997,0.1635,0.0046,0.0169,0.99999
1209,10,0.58021,0.58138,42.52612,0.3153,0.0046,0.04549,0.99255
1210,10,0.58026,0.5814,42.6384,0.1458,0.0046,0.04842,0.99995
1211,10,0.5804,0.58096,42.79653,0.1761,0.0046,0.01725,0.99954
1212,10,0.58049,0.58162,42.78665,0.303,0.0046,0.01991,0.99871
1213,10,0.58055,0.58171,42.52955,0.1641,0.0046,0.01402,0.99999
1214,10,0.58057,0.58187,42.66228,0.1513,0.0046,0.03885,0.99999
1215,10,0.58072,0.5813,42.76817,0.1815,0.0046,0.02128,1.0
1216,10,0.58074,0.582,42.76376,0.1902,0.0046,0.02593,0.99923
1217,10,0.58091,0.5815,43.01823,0.1849,0.0046,0.03967,0.99958
1218,10,0.58117,0.58247,42.80828,0.1796,0.0046,0.02181,0.99995
1219,10,0.58126,0.5824,42.64917,0.1477,0.0046,0.01886,1.0
1220,10,0.58141,0.58267,42.66271,0.1522,0.0046,0.04294,1.0
1221,10,0.58196,0.58308,42.8498,0.2149,0.0046,0.0408,0.99857
1222,10,0.58276,0.58393,42.64332,0.2095,0.0046,0.03262,1.0
1223,10,0.58306,0.58439,42.75765,0.1686,0.0046,0.04446,0.9998
1224,10,0.58357,0.58471,42.71024,0.1477,0.0046,0.04701,1.0
1225,10,0.58411,0.58524,42.4584,0.146,0.0046,0.02444,0.99999
1226,10,0.58454,0.58567,42.85836,0.1807,0.0046,0.03176,0.99998
1227,10,0.58466,0.58582,42.73675,0.1373,0.0046,0.03411,0.99998
1228,10,0.58574,0.58691,42.60893,0.2047,0.0046,0.03987,0.99982
1229,10,0.58576,0.58701,42.72917,0.1696,0.0046,0.02312,0.99998
1230,10,0.58586,0.58646,42.72307,0.219,0.0045,0.0165,1.0
1231,10,0.58627,0.5874,42.6563,0.2102,0.0045,0.01829,0.99995
1232,10,0.5874,0.58858,42.67107,0.1344,0.0045,0.0228,1.0
1233,10,0.5877,0.58883,42.70658,0.152,0.0045,0.01579,0.99996
1234,10,0.58817,0.58932,42.4876,0.1736,0.0045,0.04792,0.99892
1235,10,0.58822,0.58877,42.97461,0.1829,0.0045,0.04728,0.99991
1236,10,0.58838,0.58967,42.82734,0.2545,0.0045,0.04001,0.99997
1237,10,0.58845,0.589,42.64079,0.199,0.0045,0.04684,0.99884
1238,10,0.58881,0.59011,43.08574,0.1983,0.0045,0.01919,0.99938
1239,10,0.58893,0.59011,42.58421,0.2949,0.0045,0.01876,0.9979
1240,10,0.58895,0.5895,42.90569,0.1847,0.0045,0.01721,0.99996
1241,10,0.58899,0.58955,42.96694,0.233,0.0045,0.04292,0.99538
1242,10,0.58936,0.59069,42.37372,0.1585,0.0045,0.09437,0.99836
1243,10,0.59028,0.59156,42.72133,0.1389,0.0045,0.02962,0.99984
1244,10,0.59043,0.59098,42.75858,0.1313,0.0045,0.03394,1.0
1245,10,0.59079,0.59134,42.62793,0.1658,0.0045,0.02181,1.0
1246,10,0.59141,0.59196,42.58001,0.207,0.0045,0.04755,0.99755
1247,10,0.59156,0.59211,43.15886,0.2089,0.0045,0.04713,0.99261
1248,10,0.59157,0.59271,42.73633,0.1998,0.0045,0.04511,0.99606
1249,10,0.59158,0.59271,42.86835,0.1595,0.0045,0.02959,1.0
1250,10,0.59269,0.59325,42.7093,0.1621,0.0045,0.02247,1.0
1251,10,0.59276,0.59338,42.35345,0.1767,0.0045,0.03378,0.99991
1252,10,0.59279,0.59391,42.88319,0.186,0.0045,0.02851,1.0
1253,10,0.59349,0.59463,43.05236,0.2242,0.0045,0.02013,0.99989
1254,10,0.5939,0.59502,42.73246,0.1523,0.0045,0.01922,1.0
1255,10,0.59506,0.59567,42.39187,0.2198,0.0045,0.0219,0.99987
1256,10,0.59552,0.59613,42.64435,0.1477,0.0045,0.02217,1.0
1257,10,0.59618,0.5975,42.72123,0.232,0.0045,0.07856,0.99998
1258,10,0.59629,0.59756,42.50344,0.1896,0.0045,0.01732,0.99757
1259,10,0.59692,0.59808,42.71901,0.1295,0.0045,0.01769,1.0
1260,10,0.5971,0.59825,42.47573,0.1422,0.0045,0.0534,1.0
1261,10,0.5975,0.5988,42.53003,0.2337,0.0045,0.07257,0.94467
1262,10,0.59788,0.59845,42.74016,0.122,0.0045,0.02896,1.0
1263,10,0.59789,0.5985,42.49326,0.2054,0.0045,0.17806,0.99983
1264,10,0.59892,0.60024,42.69531,0.1618,0.0045,0.09951,1.0
1265,10,0.59909,0.59969,42.44629,0.1996,0.0045,0.0348,0.99954
1266,10,0.59952,0.60072,42.65104,0.1724,0.0045,0.01431,0.99999
1267,10,0.59992,0.60052,42.91367,0.1758,0.0045,0.10102,1.0
1268,10,0.60009,0.60139,42.74341,0.1856,0.0045,0.01523,1.0
1269,10,0.60013,0.60141,42.70069,0.1976,0.0045,0.01781,0.99988
1270,10,0.60073,0.60195,42.81219,0.2189,0.0045,0.03052,0.99966
1271,10,0.60092,0.60153,42.82088,0.1811,0.0045,0.03354,0.99995
1272,10,0.60097,0.60225,42.39938,0.2336,0.0045,0.02536,0.99415
1273,10,0.60148,0.60279,42.9279,0.1846,0.0044,0.0125,0.99999
1274,10,0.60182,0.60314,42.56788,0.1367,0.0044,0.01567,1.0
1275,10,0.60243,0.60357,42.86699,0.2111,0.0044,0.06071,0.99924
1276,10,0.60262,0.60394,42.53555,0.1635,0.0044,0.02767,1.0
1277,10,0.60311,0.6044,42.50027,0.2708,0.0044,0.08233,0.9924
1278,10,0.60433,0.60551,42.46616,0.1094,0.0044,0.0153,0.99977
1279,10,0.60491,0.6062,42.96858,0.2724,0.0044,0.19088,0.99305
1280,10,0.60498,0.6056,42.70593,0.1852,0.0044,0.03731,0.99998
1281,10,0.60535,0.60665,42.74226,0.144,0.0044,0.02917,1.0
1282,10,0.60551,0.60613,42.81646,0.1438,0.0044,0.04426,0.99998
1283,10,0.60557,0.60687,42.89637,0.2197,0.0044,0.05983,0.99238
1284,10,0.60558,0.60616,42.81212,0.2289,0.0044,0.05827,0.9681
1285,10,0.60582,0.60642,42.6403,0.148,0.0044,0.03831,0.99999
1286,10,0.60619,0.6075,42.81482,0.1525,0.0044,0.04056,0.99999
1287,10,0.60631,0.6076,42.86798,0.1889,0.0044,0.0192,0.99994
1288,10,0.60674,0.608,42.72056,0.1509,0.0044,0.0281,0.99991
1289,10,0.60706,0.60833,43.00297,0.2155,0.0044,0.02773,0.99952
1290,10,0.60735,0.60791,42.69747,0.148,0.0044,0.03911,1.0
1291,10,0.60736,0.60863,42.93457,0.2045,0.0044,0.03482,0.99988
1292,10,0.60827,0.60889,42.60951,0.1606,0.0044,0.05505,0.95423
1293,10,0.60861,0.60919,41.73631,111.8637,0.0044,0.02305,0.0
1294,10,0.60864,0.60994,42.60705,0.1301,0.0044,0.01872,1.0
1295,10,0.60874,0.60989,42.88274,0.1955,0.0044,0.01682,0.99988
1296,10,0.60888,0.61002,42.99034,0.2209,0.0044,0.02398,0.99994
1297,10,0.60911,0.61041,42.56791,0.1432,0.0044,0.04543,0.99963
1298,10,0.60943,0.61054,42.75672,0.2018,0.0044,0.0832,0.99899
1299,10,0.60946,0.61058,42.58711,0.1502,0.0044,0.04677,0.96805
1300,10,0.60955,0.61076,43.02617,0.1745,0.0044,0.01903,0.9999
1301,10,0.6096,0.61093,43.03339,0.2105,0.0044,0.02695,0.95947
1302,10,0.60967,0.61096,42.78596,0.1441,0.0044,0.03087,1.0
1303,10,0.60981,0.61044,42.53459,0.2067,0.0044,0.03144,0.99999
1304,10,0.60984,0.61047,42.5769,0.1908,0.0044,0.02492,0.99999
1305,10,0.61011,0.61124,42.72967,0.1579,0.0044,0.03129,1.0
1306,10,0.61052,0.61115,42.67059,0.1482,0.0044,0.03493,1.0
1307,10,0.61069,0.61126,42.69645,0.1609,0.0044,0.03248,0.9969
1308,10,0.61096,0.61215,43.1088,0.1828,0.0044,0.03621,0.99987
1309,10,0.61101,0.6123,42.93007,0.1545,0.0044,0.01547,0.99999
1310,10,0.61122,0.61185,42.80998,0.2355,0.0044,0.03379,0.97822
1311,10,0.61137,0.61194,43.19188,0.2409,0.0044,0.04582,0.99989
1312,10,0.61154,0.6122,42.84893,0.144,0.0044,0.04741,1.0
1313,10,0.61156,0.61272,43.01242,0.2138,0.0044,0.02755,0.99619
1314,10,0.61177,0.61233,42.95593,0.1969,0.0044,0.0371,0.99992
1315,10,0.61207,0.61268,42.51588,0.2167,0.0044,0.10891,1.0
1316,10,0.61224,0.61356,42.72037,0.1798,0.0044,0.02067,1.0
1317,10,0.61273,0.61334,42.81293,0.128,0.0044,0.02414,1.0
1318,10,0.61287,0.61349,42.50418,0.2021,0.0044,0.04071,0.92667
1319,10,0.61302,0.61365,43.60052,184.5903,0.0044,0.19147,0.0
1320,10,0.61327,0.61443,43.07674,0.1973,0.0044,0.03997,0.99831
1321,10,0.61343,0.6147,43.09117,0.23,0.0044,0.04694,0.99991
1322,10,0.61377,0.61497,42.9921,0.1856,0.0044,0.03889,0.99837
1323,10,0.61378,0.61508,43.30679,173.2456,0.0044,0.09389,0.0
1324,10,0.61393,0.61509,42.74788,0.1512,0.0044,0.02296,0.99999
1325,10,0.61412,0.61542,42.97053,0.1868,0.0044,0.04971,0.99995
1326,10,0.61445,0.61572,43.08686,0.2462,0.0044,0.02749,0.99998
1327,10,0.61496,0.61628,42.819,0.2321,0.0044,0.16035,0.9993
1328,10,0.61533,0.61596,42.81473,0.148,0.0044,0.04084,1.0
1329,10,0.61601,0.61667,42.83136,0.1934,0.0044,0.10466,1.0
1330,10,0.61633,0.61748,42.99796,0.1637,0.0044,0.02065,0.99987
1331,10,0.6175,0.61809,43.1957,0.1989,0.0043,0.03562,0.99634
1332,10,0.61843,0.61958,43.07014,0.2492,0.0043,0.03382,0.99989
1333,10,0.61854,0.61917,42.72636,0.2843,0.0043,0.04959,0.9901
1334,10,0.6187,0.61933,42.20088,0.3991,0.0043,0.02232,0.96914
1335,10,0.61882,0.62011,42.94493,0.2316,0.0043,0.03123,1.0
1336,10,0.61935,0.62066,42.71444,0.1625,0.0043,0.02713,0.99997
1337,10,0.61939,0.6207,42.92372,0.1837,0.0043,0.03616,0.99999
1338,10,0.61943,0.62074,42.62422,0.2218,0.0043,0.01934,1.0
1339,10,0.61981,0.62112,42.93407,0.1523,0.0043,0.0269,0.99998
1340,10,0.62002,0.62065,42.92772,0.1712,0.0043,0.02049,0.99999
1341,10,0.62023,0.62154,42.85226,0.2188,0.0043,0.05684,0.99962
1342,10,0.62043,0.62104,43.1453,0.2335,0.0043,0.01872,0.99996
1343,10,0.62076,0.62135,42.9675,0.2001,0.0043,0.02108,1.0
1344,10,0.62104,0.62237,42.88673,0.195,0.0043,0.06379,0.99921
1345,10,0.62127,0.62246,42.96494,5.294,0.0043,0.09305,0.001
1346,10,0.62162,0.62298,42.90798,0.1512,0.0043,0.02237,1.0
1347,10,0.62217,0.62336,43.00674,0.1841,0.0043,0.05918,0.99999
1348,10,0.62253,0.62317,42.74949,0.2007,0.0043,0.0361,0.99999
1349,10,0.62292,0.62354,42.94654,0.1928,0.0043,0.05005,0.99072
1350,10,0.62318,0.6238,42.80918,0.133,0.0043,0.01872,0.99999
1351,10,0.6232,0.62383,42.58487,0.1601,0.0043,0.03029,0.99995
1352,10,0.62336,0.6247,42.88673,0.1476,0.0043,0.02177,0.99942
1353,10,0.62398,0.6253,42.64063,0.1168,0.0043,0.03136,1.0
1354,10,0.62411,0.62529,43.01173,0.1665,0.0043,0.08513,0.99999
1355,10,0.62411,0.62548,42.79865,0.1266,0.0043,0.03379,0.99999
1356,10,0.62468,0.62531,42.92618,0.3017,0.0043,0.14426,0.99638
1357,10,0.6248,0.62542,42.93252,0.1964,0.0043,0.03664,0.99987
1358,10,0.62518,0.62638,42.89584,0.1637,0.0043,0.04595,0.99996
1359,10,0.62565,0.62696,42.90373,0.216,0.0043,0.05425,0.96721
1360,10,0.62617,0.62682,43.14596,0.2244,0.0043,0.02533,0.99895
1361,10,0.62618,0.62737,43.1766,0.185,0.0043,0.07587,0.99395
1362,10,0.62632,0.62692,42.8727,0.1309,0.0043,0.02706,0.99999
1363,10,0.62654,0.62775,42.87127,0.141,0.0043,0.05613,0.99887
1364,10,0.62684,0.62816,42.80719,0.1715,0.0043,0.07333,1.0
1365,10,0.62703,0.62819,42.89849,0.1438,0.0043,0.02395,0.99999
1366,10,0.62735,0.6287,42.69856,0.1455,0.0043,0.04038,1.0
1367,10,0.62737,0.628,43.03721,0.2715,0.0043,0.18065,0.99642
1368,10,0.6274,0.62859,43.23335,0.1534,0.0043,0.02661,0.9902
1369,10,0.62753,0.62884,42.8193,0.3917,0.0043,0.07743,0.99949
1370,10,0.62818,0.6295,42.87617,0.2031,0.0043,0.02943,0.99991
1371,10,0.62863,0.62927,42.98062,0.225,0.0043,0.05001,0.99989
1372,10,0.6291,0.62968,42.85659,0.2075,0.0043,0.02388,0.98974
1373,10,0.62931,0.63048,42.92056,0.1417,0.0043,0.01484,1.0
1374,10,0.62935,0.63065,43.70945,206.052,0.0043,0.05933,0.0
1375,10,0.62952,0.63016,42.99013,0.1741,0.0043,0.02412,0.99997
1376,10,0.63033,0.63165,42.94051,0.2153,0.0043,0.03878,0.99999
1377,10,0.63094,0.63159,42.93812,0.1931,0.0043,0.1478,1.0
1378,10,0.63211,0.63278,42.82135,0.2085,0.0043,0.03598,0.99793
1379,10,0.63231,0.6336,42.72051,0.1986,0.0043,0.04979,0.99493
1380,10,0.63264,0.63328,43.27999,0.253,0.0043,0.05154,0.8563
1381,10,0.63355,0.63476,43.06881,0.1873,0.0043,0.03221,0.99996
1382,10,0.63391,0.63521,42.71695,0.1534,0.0043,0.04075,1.0
1383,10,0.63407,0.63527,43.17363,0.1741,0.0043,0.0182,0.99967
1384,10,0.63498,0.6362,42.88847,0.1606,0.0042,0.02832,0.99238
1385,10,0.63502,0.63618,42.76987,0.1632,0.0042,0.02329,1.0
1386,10,0.63503,0.63566,42.72109,0.2567,0.0042,0.10371,0.8474
1387,10,0.63561,0.63626,43.05697,0.1813,0.0042,0.04383,1.0
1388,10,0.63579,0.63644,44.55917,296.596,0.0042,0.09007,0.0
1389,10,0.63681,0.63802,42.80446,0.1265,0.0042,0.0422,0.99999
1390,10,0.63706,0.63766,42.5523,0.1894,0.0042,0.13365,0.99197
1391,10,0.63779,0.63843,42.93931,0.1648,0.0042,0.05287,0.99996
1392,10,0.63786,0.639,42.90786,0.1602,0.0042,0.0399,0.99999
1393,10,0.63883,0.64005,42.68064,134.0125,0.0042,0.03299,0.0
1394,10,0.6389,0.64009,42.93321,0.1807,0.0042,0.0346,0.99994
1395,10,0.64025,0.64141,42.80521,0.1279,0.0042,0.01411,1.0
1396,10,0.64039,0.64177,43.19782,0.1747,0.0042,0.02,0.99989
1397,10,0.64129,0.64266,42.76714,0.1555,0.0042,0.03152,0.99999
1398,10,0.6413,0.64245,42.99211,0.1667,0.0042,0.04178,0.99963
1399,10,0.64298,0.64434,43.27022,0.1724,0.0042,0.04179,0.96418
1400,10,0.64304,0.64442,42.83351,0.1294,0.0042,0.03638,0.99993
1401,10,0.64304,0.64442,42.6528,0.1564,0.0042,0.06674,0.99198
1402,10,0.64337,0.64396,43.1229,0.2438,0.0042,0.05524,0.9998
1403,10,0.64392,0.64526,42.96751,0.1528,0.0042,0.03563,0.99994
1404,10,0.64421,0.64538,42.90481,0.1699,0.0042,0.04262,0.99985
1405,10,0.64429,0.64554,43.22859,0.2012,0.0042,0.02335,1.0
1406,10,0.64453,0.64519,43.03445,0.2129,0.0042,0.03059,0.9997
1407,10,0.64458,0.64577,42.87458,0.1341,0.0042,0.03779,1.0
1408,10,0.64488,0.64605,42.49207,0.1502,0.0042,0.03037,0.5321
1409,10,0.64509,0.64645,42.68781,0.14,0.0042,0.05413,0.99513
1410,10,0.64527,0.64645,43.20672,0.1568,0.0042,0.02046,0.99925
1411,10,0.64639,0.64763,42.94172,0.2904,0.0042,0.01637,0.99999
1412,10,0.64649,0.64709,42.89316,0.1705,0.0042,0.04423,0.99238
1413,10,0.64663,0.648,43.08081,0.1812,0.0042,0.04422,0.99989
1414,10,0.64685,0.64804,42.80618,0.1611,0.0042,0.01438,0.99829
1415,10,0.64727,0.64846,42.96769,0.1322,0.0042,0.04274,0.99666
1416,10,0.64747,0.64881,42.76015,0.1633,0.0042,0.02872,0.99998
1417,10,0.64766,0.64833,42.86987,0.1476,0.0042,0.03912,0.99998
1418,10,0.64795,0.64929,42.77065,0.1157,0.0042,0.03613,1.0
1419,10,0.64795,0.64929,43.25548,0.1521,0.0042,0.0529,0.99997
1420,10,0.64845,0.6498,43.14929,0.1259,0.0042,0.03607,1.0
1421,10,0.64852,0.64986,42.94256,0.1422,0.0042,0.03775,0.99993
1422,10,0.64922,0.64989,42.87882,0.1499,0.0042,0.03975,1.0
1423,10,0.64989,0.65054,42.96679,0.2032,0.0042,0.06745,1.0
1424,10,0.64997,0.65056,42.82085,0.1852,0.0042,0.03345,0.97856
1425,10,0.65045,0.65109,43.02514,0.1922,0.0042,0.02639,0.99573
1426,10,0.65069,0.65193,43.15962,0.169,0.0042,0.03836,0.99925
1427,10,0.65069,0.65126,43.3449,0.1943,0.0042,0.02496,0.99991
1428,10,0.6508,0.6521,43.88382,269.5857,0.0042,0.02561,0.0
1429,10,0.65098,0.65218,42.63731,0.1312,0.0042,0.04358,0.99785
1430,10,0.65134,0.65254,43.27854,0.2009,0.0042,0.05938,0.99946
1431,10,0.65135,0.65197,42.83047,0.2115,0.0042,0.06759,0.99995
1432,10,0.65135,0.65259,43.25646,0.2268,0.0042,0.05072,0.99982
1433,10,0.65195,0.65254,42.53804,0.1388,0.0042,0.13249,0.7646
1434,10,0.65206,0.65341,42.78853,0.1424,0.0042,0.02829,0.99993
1435,10,0.65214,0.65338,42.80971,0.1503,0.0042,0.04846,0.99978
1436,10,0.65242,0.65363,42.9582,0.1411,0.0041,0.0304,0.99999
1437,10,0.65243,0.65375,42.99022,0.1392,0.0041,0.04423,0.95191
1438,10,0.65253,0.65311,42.81356,0.1429,0.0041,0.03538,0.99976
1439,10,0.65258,0.6538,42.90508,0.1588,0.0041,0.03907,0.99997
1440,10,0.65325,0.65446,43.39668,0.1993,0.0041,0.05348,0.8088
1441,10,0.65356,0.65415,43.0426,0.1412,0.0041,0.04129,1.0
1442,10,0.65387,0.65455,42.85569,0.1565,0.0041,0.05329,0.9999
1443,10,0.65395,0.65516,43.22408,0.1429,0.0041,0.02427,0.99973
1444,10,0.65405,0.65523,43.16935,0.1479,0.0041,0.04462,0.99999
1445,10,0.65434,0.65557,42.93368,0.1345,0.0041,0.04112,0.99997
